year_month,state,unemployment_rate
2019-09,GA,3.5
2019-10,GA,3.4
2019-11,GA,3.4
2019-12,GA,3.5
2020-01,GA,3.6
2020-02,GA,3.6
2020-03,GA,3.7
2020-04,GA,12.5
2020-05,GA,9.8
2020-06,GA,8.4
2020-07,GA,7.7
2020-08,GA,6.8
2020-09,GA,6.5
2020-10,GA,5.6
2020-11,GA,5.3
2020-12,GA,5.1
2021-01,GA,4.9
2021-02,GA,4.6
2021-03,GA,4.5
2021-04,GA,4.3
2021-05,GA,4.1
2021-06,GA,4.0
2021-07,GA,3.8
2021-08,GA,3.6
2021-09,GA,3.5
2021-10,GA,3.3
2021-11,GA,3.2
2021-12,GA,3.2
2022-01,GA,3.1
2022-02,GA,3.1
2022-03,GA,3.0
2022-04,GA,3.0
2022-05,GA,3.0
2022-06,GA,3.1
2022-07,GA,3.1
2022-08,GA,3.2
2022-09,GA,3.2
2022-10,GA,3.2
2022-11,GA,3.2
2022-12,GA,3.2
2023-01,GA,3.2
2023-02,GA,3.2
2023-03,GA,3.2
2023-04,GA,3.2
2023-05,GA,3.2
2023-06,GA,3.2
2023-07,GA,3.2
2023-08,GA,3.3
2023-09,GA,3.3
2023-10,GA,3.3
2023-11,GA,3.2
2023-12,GA,3.2
2024-01,GA,3.2
2024-02,GA,3.2
2024-03,GA,3.3
2024-04,GA,3.4
2024-05,GA,3.4
2024-06,GA,3.5
2024-07,GA,3.5
2024-08,GA,3.5
2024-09,GA,3.5
2024-10,GA,3.5
2024-11,GA,3.4
2024-12,GA,3.4
2025-01,GA,3.4
2025-02,GA,3.4
2025-03,GA,3.4
2025-04,GA,3.3
2025-05,GA,3.3
2025-06,GA,3.3
2025-07,GA,3.3
2025-08,GA,3.4
2025-09,GA,3.4
2025-11,GA,3.5
2025-12,GA,3.5
2026-01,GA,3.5
2026-02,GA,3.6
2026-03,GA,3.5
2026-04,GA,3.5
2026-05,GA,3.4
2026-06,GA,3.4
1990-01,HI,2.6
1990-02,HI,2.7
1990-03,HI,2.7
1990-04,HI,2.7
1990-05,HI,2.7
1990-06,HI,2.7
1990-07,HI,2.6
1990-08,HI,2.6
1990-09,HI,2.5
1990-10,HI,2.5
1990-11,HI,2.5
1990-12,HI,2.5
1991-01,HI,2.5
1991-02,HI,2.5
1991-03,HI,2.6
1991-04,HI,2.6
1991-05,HI,2.6
1991-06,HI,2.7
1991-07,HI,2.7
1991-08,HI,2.8
1991-09,HI,2.9
1991-10,HI,3.0
1991-11,HI,3.1
1991-12,HI,3.2
1992-01,HI,3.4
1992-02,HI,3.5
1992-03,HI,3.7
1992-04,HI,3.9
1992-05,HI,4.0
1992-06,HI,4.2
1992-07,HI,4.3
1992-08,HI,4.4
1992-09,HI,4.4
1992-10,HI,4.5
1992-11,HI,4.5
1992-12,HI,4.5
1993-01,HI,4.5
1993-02,HI,4.4
1993-03,HI,4.4
1993-04,HI,4.3
1993-05,HI,4.3
1993-06,HI,4.3
1993-07,HI,4.3
1993-08,HI,4.3
1993-09,HI,4.3
1993-10,HI,4.4
1993-11,HI,4.5
1993-12,HI,4.6
1994-01,HI,4.8
1994-02,HI,4.9
1994-03,HI,5.0
1994-04,HI,5.1
1994-05,HI,5.2
1994-06,HI,5.2
1994-07,HI,5.3
1994-08,HI,5.3
1994-09,HI,5.3
1994-10,HI,5.3
1994-11,HI,5.2
1994-12,HI,5.1
1995-01,HI,5.1
1995-02,HI,5.1
1995-03,HI,5.2
1995-04,HI,5.3
1995-05,HI,5.4
1995-06,HI,5.5
1995-07,HI,5.6
1995-08,HI,5.7
1995-09,HI,5.7
1995-10,HI,5.8
1995-11,HI,5.8
1995-12,HI,5.8
1996-01,HI,5.9
1996-02,HI,5.9
1996-03,HI,5.9
1996-04,HI,5.9
1996-05,HI,5.9
1996-06,HI,5.9
1996-07,HI,5.8
1996-08,HI,5.8
1996-09,HI,5.8
1996-10,HI,5.9
1996-11,HI,6.0
1996-12,HI,6.0
1997-01,HI,6.1
1997-02,HI,6.1
1997-03,HI,6.1
1997-04,HI,6.1
1997-05,HI,6.0
1997-06,HI,6.0
1997-07,HI,6.0
1997-08,HI,5.9
1997-09,HI,5.8
1997-10,HI,5.8
1997-11,HI,5.7
1997-12,HI,5.7
1998-01,HI,5.7
1998-02,HI,5.7
1998-03,HI,5.7
1998-04,HI,5.7
1998-05,HI,5.8
1998-06,HI,5.8
1998-07,HI,5.9
1998-08,HI,5.9
1998-09,HI,5.9
1998-10,HI,5.9
1998-11,HI,5.8
1998-12,HI,5.7
1999-01,HI,5.6
1999-02,HI,5.5
1999-03,HI,5.4
1999-04,HI,5.4
1999-05,HI,5.3
1999-06,HI,5.2
1999-07,HI,5.2
1999-08,HI,5.1
1999-09,HI,5.0
1999-10,HI,4.9
1999-11,HI,4.8
1999-12,HI,4.6
2000-01,HI,4.5
2000-02,HI,4.5
2000-03,HI,4.4
2000-04,HI,4.4
2000-05,HI,4.3
2000-06,HI,4.3
2000-07,HI,4.2
2000-08,HI,4.1
2000-09,HI,4.1
2000-10,HI,4.0
2000-11,HI,4.0
2000-12,HI,4.0
2001-01,HI,4.1
2001-02,HI,4.1
2001-03,HI,4.2
2001-04,HI,4.2
2001-05,HI,4.2
2001-06,HI,4.2
2001-07,HI,4.2
2001-08,HI,4.3
2001-09,HI,4.4
2001-10,HI,4.4
2001-11,HI,4.5
2001-12,HI,4.5
2002-01,HI,4.4
2002-02,HI,4.4
2002-03,HI,4.3
2002-04,HI,4.2
2002-05,HI,4.1
2002-06,HI,4.0
2002-07,HI,4.0
2002-08,HI,3.9
2002-09,HI,3.9
2002-10,HI,3.8
2002-11,HI,3.8
2002-12,HI,3.7
2003-01,HI,3.7
2003-02,HI,3.7
2003-03,HI,3.8
2003-04,HI,3.9
2003-05,HI,4.0
2003-06,HI,4.0
2003-07,HI,4.1
2003-08,HI,4.1
2003-09,HI,4.0
2003-10,HI,3.9
2003-11,HI,3.9
2003-12,HI,3.8
2004-01,HI,3.7
2004-02,HI,3.6
2004-03,HI,3.5
2004-04,HI,3.4
2004-05,HI,3.3
2004-06,HI,3.2
2004-07,HI,3.2
2004-08,HI,3.2
2004-09,HI,3.2
2004-10,HI,3.2
2004-11,HI,3.1
2004-12,HI,3.1
2005-01,HI,3.1
2005-02,HI,3.0
2005-03,HI,2.9
2005-04,HI,2.8
2005-05,HI,2.8
2005-06,HI,2.8
2005-07,HI,2.8
2005-08,HI,2.8
2005-09,HI,2.8
2005-10,HI,2.8
2005-11,HI,2.8
2005-12,HI,2.7
2006-01,HI,2.7
2006-02,HI,2.7
2006-03,HI,2.7
2006-04,HI,2.8
2006-05,HI,2.8
2006-06,HI,2.7
2006-07,HI,2.6
2006-08,HI,2.5
2006-09,HI,2.4
2006-10,HI,2.3
2006-11,HI,2.3
2006-12,HI,2.3
2007-01,HI,2.4
2007-02,HI,2.5
2007-03,HI,2.5
2007-04,HI,2.6
2007-05,HI,2.6
2007-06,HI,2.7
2007-07,HI,2.7
2007-08,HI,2.8
2007-09,HI,2.9
2007-10,HI,3.0
2007-11,HI,3.1
2007-12,HI,3.1
2008-01,HI,3.1
2008-02,HI,3.2
2008-03,HI,3.3
2008-04,HI,3.4
2008-05,HI,3.6
2008-06,HI,3.9
2008-07,HI,4.1
2008-08,HI,4.3
2008-09,HI,4.6
2008-10,HI,4.9
2008-11,HI,5.2
2008-12,HI,5.5
2009-01,HI,5.8
2009-02,HI,6.1
2009-03,HI,6.3
2009-04,HI,6.4
2009-05,HI,6.5
2009-06,HI,6.6
2009-07,HI,6.6
2009-08,HI,6.7
2009-09,HI,6.7
2009-10,HI,6.7
2009-11,HI,6.8
2009-12,HI,6.8
2010-01,HI,6.8
2010-02,HI,6.8
2010-03,HI,6.8
2010-04,HI,6.7
2010-05,HI,6.7
2010-06,HI,6.6
2010-07,HI,6.6
2010-08,HI,6.6
2010-09,HI,6.7
2010-10,HI,6.7
2010-11,HI,6.7
2010-12,HI,6.7
2011-01,HI,6.6
2011-02,HI,6.6
2011-03,HI,6.6
2011-04,HI,6.6
2011-05,HI,6.7
2011-06,HI,6.8
2011-07,HI,6.8
2011-08,HI,6.9
2011-09,HI,6.9
2011-10,HI,6.8
2011-11,HI,6.7
2011-12,HI,6.5
2012-01,HI,6.4
2012-02,HI,6.3
2012-03,HI,6.3
2012-04,HI,6.2
2012-05,HI,6.1
2012-06,HI,6.0
2012-07,HI,5.8
2012-08,HI,5.6
2012-09,HI,5.4
2012-10,HI,5.3
2012-11,HI,5.2
2012-12,HI,5.1
2013-01,HI,5.0
2013-02,HI,4.9
2013-03,HI,4.8
2013-04,HI,4.7
2013-05,HI,4.7
2013-06,HI,4.6
2013-07,HI,4.6
2013-08,HI,4.6
2013-09,HI,4.7
2013-10,HI,4.7
2013-11,HI,4.7
2013-12,HI,4.6
2014-01,HI,4.6
2014-02,HI,4.5
2014-03,HI,4.4
2014-04,HI,4.4
2014-05,HI,4.3
2014-06,HI,4.3
2014-07,HI,4.2
2014-08,HI,4.1
2014-09,HI,4.1
2014-10,HI,4.0
2014-11,HI,3.9
2014-12,HI,3.9
2015-01,HI,3.8
2015-02,HI,3.7
2015-03,HI,3.7
2015-04,HI,3.6
2015-05,HI,3.5
2015-06,HI,3.4
2015-07,HI,3.3
2015-08,HI,3.3
2015-09,HI,3.2
2015-10,HI,3.2
2015-11,HI,3.2
2015-12,HI,3.1
2016-01,HI,3.1
2016-02,HI,3.1
2016-03,HI,3.0
2016-04,HI,3.0
2016-05,HI,3.0
2016-06,HI,3.0
2016-07,HI,2.9
2016-08,HI,2.9
2016-09,HI,2.8
2016-10,HI,2.8
2016-11,HI,2.7
2016-12,HI,2.6
2017-01,HI,2.6
2017-02,HI,2.5
2017-03,HI,2.5
2017-04,HI,2.4
2017-05,HI,2.3
2017-06,HI,2.2
2017-07,HI,2.2
2017-08,HI,2.1
2017-09,HI,2.0
2017-10,HI,2.0
2017-11,HI,2.0
2017-12,HI,2.0
2018-01,HI,2.1
2018-02,HI,2.1
2018-03,HI,2.2
2018-04,HI,2.2
2018-05,HI,2.3
2018-06,HI,2.4
2018-07,HI,2.4
2018-08,HI,2.5
2018-09,HI,2.6
2018-10,HI,2.6
2018-11,HI,2.7
2018-12,HI,2.7
2019-01,HI,2.8
2019-02,HI,2.7
2019-03,HI,2.7
2019-04,HI,2.6
2019-05,HI,2.6
2019-06,HI,2.5
2019-07,HI,2.5
2019-08,HI,2.4
2019-09,HI,2.4
2019-10,HI,2.4
2019-11,HI,2.3
2019-12,HI,2.2
2020-01,HI,2.2
2020-02,HI,2.2
2020-03,HI,2.1
2020-04,HI,22.5
2020-05,HI,20.7
2020-06,HI,17.3
2020-07,HI,15.6
2020-08,HI,13.0
2020-09,HI,13.3
2020-10,HI,11.3
2020-11,HI,10.5
2020-12,HI,10.2
2021-01,HI,9.5
2021-02,HI,9.1
2021-03,HI,8.4
2021-04,HI,7.8
2021-05,HI,6.9
2021-06,HI,6.3
2021-07,HI,5.4
2021-08,HI,4.7
2021-09,HI,3.9
2021-10,HI,3.3
2021-11,HI,3.2
2021-12,HI,3.1
2022-01,HI,3.1
2022-02,HI,3.2
2022-03,HI,3.2
2022-04,HI,3.3
2022-05,HI,3.3
2022-06,HI,3.3
2022-07,HI,3.3
2022-08,HI,3.3
2022-09,HI,3.3
2022-10,HI,3.3
2022-11,HI,3.2
2022-12,HI,3.1
2023-01,HI,3.1
2023-02,HI,3.0
2023-03,HI,2.9
2023-04,HI,2.8
2023-05,HI,2.8
2023-06,HI,2.8
2023-07,HI,2.8
2023-08,HI,2.8
2023-09,HI,2.8
2023-10,HI,2.8
2023-11,HI,2.9
2023-12,HI,2.9
2024-01,HI,2.8
2024-02,HI,2.8
2024-03,HI,2.8
2024-04,HI,2.8
2024-05,HI,2.8
2024-06,HI,2.8
2024-07,HI,2.8
2024-08,HI,2.8
2024-09,HI,2.8
2024-10,HI,2.7
2024-11,HI,2.7
2024-12,HI,2.6
2025-01,HI,2.6
2025-02,HI,2.6
2025-03,HI,2.5
2025-04,HI,2.5
2025-05,HI,2.4
2025-06,HI,2.3
2025-07,HI,2.2
2025-08,HI,2.1
2025-09,HI,2.1
2025-11,HI,2.2
2025-12,HI,2.2
2026-01,HI,2.2
2026-02,HI,2.3
2026-03,HI,2.4
2026-04,HI,2.4
2026-05,HI,2.5
2026-06,HI,2.6
1990-01,ID,5.3
1990-02,ID,5.3
1990-03,ID,5.3
1990-04,ID,5.4
1990-05,ID,5.4
1990-06,ID,5.5
1990-07,ID,5.6
1990-08,ID,5.6
1990-09,ID,5.7
1990-10,ID,5.8
1990-11,ID,6.0
1990-12,ID,6.1
1991-01,ID,6.3
1991-02,ID,6.4
1991-03,ID,6.5
1991-04,ID,6.4
1991-05,ID,6.4
1991-06,ID,6.3
1991-07,ID,6.2
1991-08,ID,6.2
1991-09,ID,6.2
1991-10,ID,6.3
1991-11,ID,6.4
1991-12,ID,6.5
1992-01,ID,6.5
1992-02,ID,6.6
1992-03,ID,6.6
1992-04,ID,6.6
1992-05,ID,6.6
1992-06,ID,6.6
1992-07,ID,6.6
1992-08,ID,6.7
1992-09,ID,6.6
1992-10,ID,6.5
1992-11,ID,6.4
1992-12,ID,6.4
1993-01,ID,6.3
1993-02,ID,6.3
1993-03,ID,6.4
1993-04,ID,6.4
1993-05,ID,6.3
1993-06,ID,6.3
1993-07,ID,6.1
1993-08,ID,6.0
1993-09,ID,5.9
1993-10,ID,5.8
1993-11,ID,5.7
1993-12,ID,5.6
1994-01,ID,5.6
1994-02,ID,5.5
1994-03,ID,5.4
1994-04,ID,5.4
1994-05,ID,5.4
1994-06,ID,5.4
1994-07,ID,5.5
1994-08,ID,5.5
1994-09,ID,5.6
1994-10,ID,5.6
1994-11,ID,5.6
1994-12,ID,5.5
1995-01,ID,5.5
1995-02,ID,5.4
1995-03,ID,5.4
1995-04,ID,5.4
1995-05,ID,5.5
1995-06,ID,5.5
1995-07,ID,5.5
1995-08,ID,5.5
1995-09,ID,5.5
1995-10,ID,5.5
1995-11,ID,5.5
1995-12,ID,5.5
1996-01,ID,5.5
1996-02,ID,5.5
1996-03,ID,5.5
1996-04,ID,5.5
1996-05,ID,5.4
1996-06,ID,5.4
1996-07,ID,5.3
1996-08,ID,5.3
1996-09,ID,5.3
1996-10,ID,5.3
1996-11,ID,5.4
1996-12,ID,5.4
1997-01,ID,5.4
1997-02,ID,5.4
1997-03,ID,5.3
1997-04,ID,5.3
1997-05,ID,5.2
1997-06,ID,5.2
1997-07,ID,5.2
1997-08,ID,5.2
1997-09,ID,5.2
1997-10,ID,5.2
1997-11,ID,5.2
1997-12,ID,5.2
1998-01,ID,5.3
1998-02,ID,5.3
1998-03,ID,5.3
1998-04,ID,5.3
1998-05,ID,5.2
1998-06,ID,5.2
1998-07,ID,5.2
1998-08,ID,5.2
1998-09,ID,5.2
1998-10,ID,5.2
1998-11,ID,5.2
1998-12,ID,5.1
1999-01,ID,5.1
1999-02,ID,5.1
1999-03,ID,5.1
1999-04,ID,5.1
1999-05,ID,5.1
1999-06,ID,5.1
1999-07,ID,5.1
1999-08,ID,5.0
1999-09,ID,4.9
1999-10,ID,4.8
1999-11,ID,4.7
1999-12,ID,4.7
2000-01,ID,4.6
2000-02,ID,4.5
2000-03,ID,4.5
2000-04,ID,4.6
2000-05,ID,4.6
2000-06,ID,4.6
2000-07,ID,4.7
2000-08,ID,4.7
2000-09,ID,4.7
2000-10,ID,4.7
2000-11,ID,4.7
2000-12,ID,4.6
2001-01,ID,4.7
2001-02,ID,4.7
2001-03,ID,4.8
2001-04,ID,4.8
2001-05,ID,4.9
2001-06,ID,4.9
2001-07,ID,5.0
2001-08,ID,5.1
2001-09,ID,5.3
2001-10,ID,5.4
2001-11,ID,5.6
2001-12,ID,5.7
2002-01,ID,5.8
2002-02,ID,5.9
2002-03,ID,5.9
2002-04,ID,5.8
2002-05,ID,5.7
2002-06,ID,5.6
2002-07,ID,5.5
2002-08,ID,5.5
2002-09,ID,5.5
2002-10,ID,5.5
2002-11,ID,5.5
2002-12,ID,5.5
2003-01,ID,5.6
2003-02,ID,5.6
2003-03,ID,5.6
2003-04,ID,5.7
2003-05,ID,5.7
2003-06,ID,5.7
2003-07,ID,5.7
2003-08,ID,5.7
2003-09,ID,5.6
2003-10,ID,5.5
2003-11,ID,5.4
2003-12,ID,5.3
2004-01,ID,5.2
2004-02,ID,5.1
2004-03,ID,5.1
2004-04,ID,5.0
2004-05,ID,5.0
2004-06,ID,4.9
2004-07,ID,4.9
2004-08,ID,4.9
2004-09,ID,4.8
2004-10,ID,4.8
2004-11,ID,4.6
2004-12,ID,4.5
2005-01,ID,4.4
2005-02,ID,4.3
2005-03,ID,4.2
2005-04,ID,4.1
2005-05,ID,4.1
2005-06,ID,4.1
2005-07,ID,4.0
2005-08,ID,4.0
2005-09,ID,3.9
2005-10,ID,3.8
2005-11,ID,3.7
2005-12,ID,3.7
2006-01,ID,3.7
2006-02,ID,3.6
2006-03,ID,3.6
2006-04,ID,3.6
2006-05,ID,3.5
2006-06,ID,3.4
2006-07,ID,3.4
2006-08,ID,3.3
2006-09,ID,3.3
2006-10,ID,3.2
2006-11,ID,3.1
2006-12,ID,3.0
2007-01,ID,2.9
2007-02,ID,2.8
2007-03,ID,2.8
2007-04,ID,2.7
2007-05,ID,2.7
2007-06,ID,2.8
2007-07,ID,2.9
2007-08,ID,3.1
2007-09,ID,3.2
2007-10,ID,3.2
2007-11,ID,3.2
2007-12,ID,3.1
2008-01,ID,3.1
2008-02,ID,3.0
2008-03,ID,3.1
2008-04,ID,4.0
2008-05,ID,4.6
2008-06,ID,5.0
2008-07,ID,5.4
2008-08,ID,5.7
2008-09,ID,5.9
2008-10,ID,6.3
2008-11,ID,6.8
2008-12,ID,7.3
2009-01,ID,7.7
2009-02,ID,8.1
2009-03,ID,8.4
2009-04,ID,8.5
2009-05,ID,9.2
2009-06,ID,9.4
2009-07,ID,9.5
2009-08,ID,9.5
2009-09,ID,9.5
2009-10,ID,9.5
2009-11,ID,9.5
2009-12,ID,9.5
2010-01,ID,9.5
2010-02,ID,9.5
2010-03,ID,9.4
2010-04,ID,9.3
2010-05,ID,9.1
2010-06,ID,9.0
2010-07,ID,9.0
2010-08,ID,9.0
2010-09,ID,9.0
2010-10,ID,8.9
2010-11,ID,8.9
2010-12,ID,8.9
2011-01,ID,8.8
2011-02,ID,8.7
2011-03,ID,8.6
2011-04,ID,8.6
2011-05,ID,8.5
2011-06,ID,8.5
2011-07,ID,8.5
2011-08,ID,8.5
2011-09,ID,8.4
2011-10,ID,8.2
2011-11,ID,8.0
2011-12,ID,8.0
2012-01,ID,7.8
2012-02,ID,7.8
2012-03,ID,7.7
2012-04,ID,7.6
2012-05,ID,7.7
2012-06,ID,7.7
2012-07,ID,7.6
2012-08,ID,7.5
2012-09,ID,7.3
2012-10,ID,7.3
2012-11,ID,7.1
2012-12,ID,7.2
2013-01,ID,7.2
2013-02,ID,7.1
2013-03,ID,7.0
2013-04,ID,7.0
2013-05,ID,7.0
2013-06,ID,7.1
2013-07,ID,7.1
2013-08,ID,7.0
2013-09,ID,7.0
2013-10,ID,6.9
2013-11,ID,6.4
2013-12,ID,6.0
2014-01,ID,5.6
2014-02,ID,5.3
2014-03,ID,5.0
2014-04,ID,4.6
2014-05,ID,4.5
2014-06,ID,4.0
2014-07,ID,4.0
2014-08,ID,4.1
2014-09,ID,4.0
2014-10,ID,4.0
2014-11,ID,3.9
2014-12,ID,3.9
2015-01,ID,3.9
2015-02,ID,3.9
2015-03,ID,3.9
2015-04,ID,3.9
2015-05,ID,4.0
2015-06,ID,4.0
2015-07,ID,3.9
2015-08,ID,3.9
2015-09,ID,3.9
2015-10,ID,3.9
2015-11,ID,3.9
2015-12,ID,3.8
2016-01,ID,3.8
2016-02,ID,3.8
2016-03,ID,3.8
2016-04,ID,3.8
2016-05,ID,3.7
2016-06,ID,3.7
2016-07,ID,3.7
2016-08,ID,3.7
2016-09,ID,3.7
2016-10,ID,3.7
2016-11,ID,3.6
2016-12,ID,3.5
2017-01,ID,3.5
2017-02,ID,3.4
2017-03,ID,3.3
2017-04,ID,3.2
2017-05,ID,3.1
2017-06,ID,3.1
2017-07,ID,3.1
2017-08,ID,3.1
2017-09,ID,3.1
2017-10,ID,3.1
2017-11,ID,3.1
2017-12,ID,3.1
2018-01,ID,3.0
2018-02,ID,2.9
2018-03,ID,2.9
2018-04,ID,2.8
2018-05,ID,2.8
2018-06,ID,2.8
2018-07,ID,2.8
2018-08,ID,2.8
2018-09,ID,2.8
2018-10,ID,2.9
2018-11,ID,3.0
2018-12,ID,3.0
2019-01,ID,3.0
2019-02,ID,3.0
2019-03,ID,2.9
2019-04,ID,2.9
2019-05,ID,2.8
2019-06,ID,2.8
2019-07,ID,2.9
2019-08,ID,2.9
2019-09,ID,2.9
2019-10,ID,2.9
2019-11,ID,2.8
2019-12,ID,2.8
2020-01,ID,2.8
2020-02,ID,2.8
2020-03,ID,2.8
2020-04,ID,11.8
2020-05,ID,9.1
2020-06,ID,7.5
2020-07,ID,6.6
2020-08,ID,5.4
2020-09,ID,5.0
2020-10,ID,4.4
2020-11,ID,4.2
2020-12,ID,4.2
2021-01,ID,4.1
2021-02,ID,4.1
2021-03,ID,4.0
2021-04,ID,3.9
2021-05,ID,3.7
2021-06,ID,3.6
2021-07,ID,3.5
2021-08,ID,3.4
2021-09,ID,3.3
2021-10,ID,3.1
2021-11,ID,3.0
2021-12,ID,2.9
2022-01,ID,2.8
2022-02,ID,2.7
2022-03,ID,2.7
2022-04,ID,2.7
2022-05,ID,2.8
2022-06,ID,2.8
2022-07,ID,2.9
2022-08,ID,2.9
2022-09,ID,3.0
2022-10,ID,3.0
2022-11,ID,3.0
2022-12,ID,3.0
2023-01,ID,3.0
2023-02,ID,3.0
2023-03,ID,3.0
2023-04,ID,3.0
2023-05,ID,3.1
2023-06,ID,3.1
2023-07,ID,3.2
2023-08,ID,3.3
2023-09,ID,3.3
2023-10,ID,3.4
2023-11,ID,3.4
2023-12,ID,3.4
2024-01,ID,3.4
2024-02,ID,3.5
2024-03,ID,3.5
2024-04,ID,3.5
2024-05,ID,3.6
2024-06,ID,3.6
2024-07,ID,3.6
2024-08,ID,3.6
2024-09,ID,3.6
2024-10,ID,3.6
2024-11,ID,3.6
2024-12,ID,3.7
2025-01,ID,3.7
2025-02,ID,3.7
2025-03,ID,3.6
2025-04,ID,3.6
2025-05,ID,3.6
2025-06,ID,3.6
2025-07,ID,3.6
2025-08,ID,3.6
2025-09,ID,3.6
2025-11,ID,3.6
2025-12,ID,3.6
2026-01,ID,3.7
2026-02,ID,3.7
2026-03,ID,3.6
2026-04,ID,3.6
2026-05,ID,3.7
2026-06,ID,3.7
1990-01,IL,6.3
1990-02,IL,6.2
1990-03,IL,6.2
1990-04,IL,6.1
1990-05,IL,6.2
1990-06,IL,6.2
1990-07,IL,6.3
1990-08,IL,6.4
1990-09,IL,6.4
1990-10,IL,6.5
1990-11,IL,6.5
1990-12,IL,6.5
1991-01,IL,6.5
1991-02,IL,6.6
1991-03,IL,6.7
1991-04,IL,6.8
1991-05,IL,6.9
1991-06,IL,7.0
1991-07,IL,7.2
1991-08,IL,7.4
1991-09,IL,7.7
1991-10,IL,7.9
1991-11,IL,8.2
1991-12,IL,8.3
1992-01,IL,8.4
1992-02,IL,8.4
1992-03,IL,8.4
1992-04,IL,8.3
1992-05,IL,8.2
1992-06,IL,8.1
1992-07,IL,7.9
1992-08,IL,7.6
1992-09,IL,7.4
1992-10,IL,7.3
1992-11,IL,7.3
1992-12,IL,7.4
1993-01,IL,7.5
1993-02,IL,7.7
1993-03,IL,7.8
1993-04,IL,7.8
1993-05,IL,7.8
1993-06,IL,7.8
1993-07,IL,7.6
1993-08,IL,7.5
1993-09,IL,7.3
1993-10,IL,7.1
1993-11,IL,7.0
1993-12,IL,6.8
1994-01,IL,6.6
1994-02,IL,6.4
1994-03,IL,6.3
1994-04,IL,6.1
1994-05,IL,5.9
1994-06,IL,5.8
1994-07,IL,5.7
1994-08,IL,5.6
1994-09,IL,5.5
1994-10,IL,5.4
1994-11,IL,5.2
1994-12,IL,5.1
1995-01,IL,5.0
1995-02,IL,5.0
1995-03,IL,5.1
1995-04,IL,5.1
1995-05,IL,5.2
1995-06,IL,5.2
1995-07,IL,5.3
1995-08,IL,5.3
1995-09,IL,5.3
1995-10,IL,5.3
1995-11,IL,5.3
1995-12,IL,5.3
1996-01,IL,5.3
1996-02,IL,5.3
1996-03,IL,5.4
1996-04,IL,5.4
1996-05,IL,5.4
1996-06,IL,5.4
1996-07,IL,5.4
1996-08,IL,5.3
1996-09,IL,5.2
1996-10,IL,5.2
1996-11,IL,5.1
1996-12,IL,5.1
1997-01,IL,5.1
1997-02,IL,5.0
1997-03,IL,4.9
1997-04,IL,4.8
1997-05,IL,4.7
1997-06,IL,4.6
1997-07,IL,4.6
1997-08,IL,4.6
1997-09,IL,4.7
1997-10,IL,4.8
1997-11,IL,4.8
1997-12,IL,4.8
1998-01,IL,4.8
1998-02,IL,4.7
1998-03,IL,4.5
1998-04,IL,4.4
1998-05,IL,4.3
1998-06,IL,4.3
1998-07,IL,4.4
1998-08,IL,4.5
1998-09,IL,4.5
1998-10,IL,4.5
1998-11,IL,4.4
1998-12,IL,4.3
1999-01,IL,4.2
1999-02,IL,4.2
1999-03,IL,4.2
1999-04,IL,4.3
1999-05,IL,4.5
1999-06,IL,4.6
1999-07,IL,4.6
1999-08,IL,4.6
1999-09,IL,4.6
1999-10,IL,4.5
1999-11,IL,4.4
1999-12,IL,4.4
2000-01,IL,4.4
2000-02,IL,4.4
2000-03,IL,4.4
2000-04,IL,4.4
2000-05,IL,4.4
2000-06,IL,4.4
2000-07,IL,4.4
2000-08,IL,4.4
2000-09,IL,4.4
2000-10,IL,4.5
2000-11,IL,4.6
2000-12,IL,4.8
2001-01,IL,5.0
2001-02,IL,5.1
2001-03,IL,5.2
2001-04,IL,5.2
2001-05,IL,5.2
2001-06,IL,5.3
2001-07,IL,5.3
2001-08,IL,5.4
2001-09,IL,5.6
2001-10,IL,5.8
2001-11,IL,6.0
2001-12,IL,6.1
2002-01,IL,6.3
2002-02,IL,6.4
2002-03,IL,6.5
2002-04,IL,6.6
2002-05,IL,6.6
2002-06,IL,6.6
2002-07,IL,6.6
2002-08,IL,6.6
2002-09,IL,6.6
2002-10,IL,6.6
2002-11,IL,6.6
2002-12,IL,6.6
2003-01,IL,6.7
2003-02,IL,6.7
2003-03,IL,6.7
2003-04,IL,6.7
2003-05,IL,6.8
2003-06,IL,6.8
2003-07,IL,6.9
2003-08,IL,6.9
2003-09,IL,6.9
2003-10,IL,6.8
2003-11,IL,6.6
2003-12,IL,6.5
2004-01,IL,6.4
2004-02,IL,6.4
2004-03,IL,6.3
2004-04,IL,6.3
2004-05,IL,6.2
2004-06,IL,6.2
2004-07,IL,6.1
2004-08,IL,6.1
2004-09,IL,6.1
2004-10,IL,6.1
2004-11,IL,6.1
2004-12,IL,6.0
2005-01,IL,6.0
2005-02,IL,6.0
2005-03,IL,6.0
2005-04,IL,5.9
2005-05,IL,5.9
2005-06,IL,5.8
2005-07,IL,5.7
2005-08,IL,5.7
2005-09,IL,5.6
2005-10,IL,5.5
2005-11,IL,5.4
2005-12,IL,5.3
2006-01,IL,5.2
2006-02,IL,5.0
2006-03,IL,4.9
2006-04,IL,4.7
2006-05,IL,4.6
2006-06,IL,4.5
2006-07,IL,4.5
2006-08,IL,4.4
2006-09,IL,4.4
2006-10,IL,4.4
2006-11,IL,4.4
2006-12,IL,4.5
2007-01,IL,4.6
2007-02,IL,4.7
2007-03,IL,4.7
2007-04,IL,4.8
2007-05,IL,4.9
2007-06,IL,5.0
