year_month,state,unemployment_rate
2018-09,TN,3.5
2018-10,TN,3.5
2018-11,TN,3.5
2018-12,TN,3.5
2019-01,TN,3.5
2019-02,TN,3.4
2019-03,TN,3.4
2019-04,TN,3.4
2019-05,TN,3.3
2019-06,TN,3.2
2019-07,TN,3.2
2019-08,TN,3.2
2019-09,TN,3.3
2019-10,TN,3.3
2019-11,TN,3.4
2019-12,TN,3.4
2020-01,TN,3.4
2020-02,TN,3.5
2020-03,TN,3.5
2020-04,TN,15.7
2020-05,TN,12.1
2020-06,TN,10.2
2020-07,TN,9.0
2020-08,TN,7.6
2020-09,TN,7.1
2020-10,TN,6.3
2020-11,TN,5.9
2020-12,TN,5.6
2021-01,TN,5.3
2021-02,TN,5.2
2021-03,TN,5.1
2021-04,TN,5.0
2021-05,TN,4.9
2021-06,TN,4.7
2021-07,TN,4.4
2021-08,TN,4.2
2021-09,TN,3.9
2021-10,TN,3.7
2021-11,TN,3.5
2021-12,TN,3.4
2022-01,TN,3.4
2022-02,TN,3.4
2022-03,TN,3.3
2022-04,TN,3.3
2022-05,TN,3.3
2022-06,TN,3.3
2022-07,TN,3.3
2022-08,TN,3.3
2022-09,TN,3.4
2022-10,TN,3.4
2022-11,TN,3.4
2022-12,TN,3.4
2023-01,TN,3.4
2023-02,TN,3.3
2023-03,TN,3.3
2023-04,TN,3.2
2023-05,TN,3.2
2023-06,TN,3.2
2023-07,TN,3.2
2023-08,TN,3.2
2023-09,TN,3.2
2023-10,TN,3.3
2023-11,TN,3.3
2023-12,TN,3.2
2024-01,TN,3.2
2024-02,TN,3.2
2024-03,TN,3.2
2024-04,TN,3.2
2024-05,TN,3.3
2024-06,TN,3.3
2024-07,TN,3.4
2024-08,TN,3.5
2024-09,TN,3.5
2024-10,TN,3.6
2024-11,TN,3.6
2024-12,TN,3.5
2025-01,TN,3.5
2025-02,TN,3.5
2025-03,TN,3.5
2025-04,TN,3.5
2025-05,TN,3.5
2025-06,TN,3.5
2025-07,TN,3.5
2025-08,TN,3.5
2025-09,TN,3.5
2025-11,TN,3.6
2025-12,TN,3.6
2026-01,TN,3.5
2026-02,TN,3.6
2026-03,TN,3.6
2026-04,TN,3.6
2026-05,TN,3.6
2026-06,TN,3.5
1990-01,TX,6.3
1990-02,TX,6.3
1990-03,TX,6.2
1990-04,TX,6.2
1990-05,TX,6.2
1990-06,TX,6.3
1990-07,TX,6.3
1990-08,TX,6.4
1990-09,TX,6.4
1990-10,TX,6.5
1990-11,TX,6.6
1990-12,TX,6.7
1991-01,TX,6.8
1991-02,TX,6.8
1991-03,TX,6.9
1991-04,TX,6.9
1991-05,TX,6.9
1991-06,TX,6.9
1991-07,TX,6.9
1991-08,TX,6.9
1991-09,TX,7.0
1991-10,TX,7.1
1991-11,TX,7.3
1991-12,TX,7.4
1992-01,TX,7.5
1992-02,TX,7.6
1992-03,TX,7.7
1992-04,TX,7.8
1992-05,TX,7.8
1992-06,TX,7.8
1992-07,TX,7.8
1992-08,TX,7.8
1992-09,TX,7.7
1992-10,TX,7.7
1992-11,TX,7.7
1992-12,TX,7.6
1993-01,TX,7.6
1993-02,TX,7.5
1993-03,TX,7.4
1993-04,TX,7.3
1993-05,TX,7.2
1993-06,TX,7.2
1993-07,TX,7.2
1993-08,TX,7.1
1993-09,TX,7.1
1993-10,TX,7.1
1993-11,TX,7.1
1993-12,TX,7.0
1994-01,TX,7.0
1994-02,TX,7.0
1994-03,TX,6.9
1994-04,TX,6.9
1994-05,TX,6.8
1994-06,TX,6.7
1994-07,TX,6.6
1994-08,TX,6.4
1994-09,TX,6.3
1994-10,TX,6.2
1994-11,TX,6.1
1994-12,TX,5.9
1995-01,TX,5.9
1995-02,TX,5.9
1995-03,TX,5.9
1995-04,TX,6.0
1995-05,TX,6.1
1995-06,TX,6.2
1995-07,TX,6.2
1995-08,TX,6.2
1995-09,TX,6.3
1995-10,TX,6.3
1995-11,TX,6.2
1995-12,TX,6.2
1996-01,TX,6.1
1996-02,TX,6.1
1996-03,TX,6.0
1996-04,TX,5.9
1996-05,TX,5.8
1996-06,TX,5.7
1996-07,TX,5.6
1996-08,TX,5.5
1996-09,TX,5.5
1996-10,TX,5.5
1996-11,TX,5.6
1996-12,TX,5.7
1997-01,TX,5.7
1997-02,TX,5.7
1997-03,TX,5.7
1997-04,TX,5.6
1997-05,TX,5.5
1997-06,TX,5.5
1997-07,TX,5.4
1997-08,TX,5.3
1997-09,TX,5.2
1997-10,TX,5.1
1997-11,TX,5.0
1997-12,TX,5.0
1998-01,TX,4.9
1998-02,TX,4.9
1998-03,TX,4.9
1998-04,TX,4.9
1998-05,TX,5.0
1998-06,TX,5.0
1998-07,TX,5.1
1998-08,TX,5.1
1998-09,TX,5.1
1998-10,TX,5.0
1998-11,TX,4.9
1998-12,TX,4.8
1999-01,TX,4.7
1999-02,TX,4.7
1999-03,TX,4.7
1999-04,TX,4.7
1999-05,TX,4.7
1999-06,TX,4.7
1999-07,TX,4.7
1999-08,TX,4.7
1999-09,TX,4.7
1999-10,TX,4.8
1999-11,TX,4.8
1999-12,TX,4.8
2000-01,TX,4.7
2000-02,TX,4.7
2000-03,TX,4.6
2000-04,TX,4.5
2000-05,TX,4.4
2000-06,TX,4.4
2000-07,TX,4.3
2000-08,TX,4.3
2000-09,TX,4.2
2000-10,TX,4.1
2000-11,TX,4.1
2000-12,TX,4.1
2001-01,TX,4.1
2001-02,TX,4.2
2001-03,TX,4.3
2001-04,TX,4.5
2001-05,TX,4.6
2001-06,TX,4.8
2001-07,TX,5.0
2001-08,TX,5.2
2001-09,TX,5.4
2001-10,TX,5.6
2001-11,TX,5.8
2001-12,TX,6.0
2002-01,TX,6.1
2002-02,TX,6.2
2002-03,TX,6.3
2002-04,TX,6.3
2002-05,TX,6.4
2002-06,TX,6.4
2002-07,TX,6.4
2002-08,TX,6.4
2002-09,TX,6.4
2002-10,TX,6.4
2002-11,TX,6.5
2002-12,TX,6.6
2003-01,TX,6.7
2003-02,TX,6.8
2003-03,TX,6.8
2003-04,TX,6.9
2003-05,TX,6.9
2003-06,TX,7.0
2003-07,TX,6.9
2003-08,TX,6.9
2003-09,TX,6.7
2003-10,TX,6.6
2003-11,TX,6.5
2003-12,TX,6.4
2004-01,TX,6.3
2004-02,TX,6.2
2004-03,TX,6.2
2004-04,TX,6.2
2004-05,TX,6.1
2004-06,TX,6.0
2004-07,TX,5.9
2004-08,TX,5.9
2004-09,TX,5.9
2004-10,TX,5.9
2004-11,TX,5.9
2004-12,TX,5.8
2005-01,TX,5.8
2005-02,TX,5.7
2005-03,TX,5.6
2005-04,TX,5.5
2005-05,TX,5.4
2005-06,TX,5.3
2005-07,TX,5.3
2005-08,TX,5.4
2005-09,TX,5.4
2005-10,TX,5.5
2005-11,TX,5.4
2005-12,TX,5.4
2006-01,TX,5.3
2006-02,TX,5.2
2006-03,TX,5.2
2006-04,TX,5.2
2006-05,TX,5.2
2006-06,TX,5.1
2006-07,TX,5.0
2006-08,TX,4.9
2006-09,TX,4.8
2006-10,TX,4.7
2006-11,TX,4.6
2006-12,TX,4.5
2007-01,TX,4.4
2007-02,TX,4.4
2007-03,TX,4.4
2007-04,TX,4.3
2007-05,TX,4.3
2007-06,TX,4.3
2007-07,TX,4.3
2007-08,TX,4.3
2007-09,TX,4.3
2007-10,TX,4.4
2007-11,TX,4.4
2007-12,TX,4.3
2008-01,TX,4.3
2008-02,TX,4.3
2008-03,TX,4.3
2008-04,TX,4.4
2008-05,TX,4.5
2008-06,TX,4.7
2008-07,TX,4.8
2008-08,TX,5.0
2008-09,TX,5.2
2008-10,TX,5.4
2008-11,TX,5.6
2008-12,TX,5.9
2009-01,TX,6.1
2009-02,TX,6.3
2009-03,TX,6.4
2009-04,TX,6.5
2009-05,TX,7.6
2009-06,TX,8.1
2009-07,TX,8.3
2009-08,TX,8.3
2009-09,TX,8.4
2009-10,TX,8.4
2009-11,TX,8.3
2009-12,TX,8.4
2010-01,TX,8.4
2010-02,TX,8.4
2010-03,TX,8.4
2010-04,TX,8.3
2010-05,TX,8.2
2010-06,TX,8.1
2010-07,TX,8.1
2010-08,TX,8.1
2010-09,TX,8.2
2010-10,TX,8.2
2010-11,TX,8.3
2010-12,TX,8.3
2011-01,TX,8.2
2011-02,TX,8.2
2011-03,TX,8.1
2011-04,TX,8.1
2011-05,TX,8.2
2011-06,TX,8.3
2011-07,TX,8.4
2011-08,TX,8.2
2011-09,TX,8.1
2011-10,TX,7.8
2011-11,TX,7.5
2011-12,TX,7.3
2012-01,TX,7.1
2012-02,TX,7.0
2012-03,TX,6.7
2012-04,TX,6.8
2012-05,TX,6.8
2012-06,TX,6.8
2012-07,TX,6.7
2012-08,TX,6.6
2012-09,TX,6.5
2012-10,TX,6.5
2012-11,TX,6.5
2012-12,TX,6.5
2013-01,TX,6.5
2013-02,TX,6.6
2013-03,TX,6.6
2013-04,TX,6.5
2013-05,TX,6.5
2013-06,TX,6.4
2013-07,TX,6.3
2013-08,TX,6.3
2013-09,TX,6.2
2013-10,TX,6.1
2013-11,TX,6.0
2013-12,TX,5.8
2014-01,TX,5.7
2014-02,TX,5.6
2014-03,TX,5.5
2014-04,TX,5.4
2014-05,TX,5.3
2014-06,TX,5.2
2014-07,TX,5.2
2014-08,TX,5.1
2014-09,TX,5.0
2014-10,TX,4.9
2014-11,TX,4.7
2014-12,TX,4.6
2015-01,TX,4.5
2015-02,TX,4.5
2015-03,TX,4.5
2015-04,TX,4.4
2015-05,TX,4.4
2015-06,TX,4.4
2015-07,TX,4.4
2015-08,TX,4.5
2015-09,TX,4.5
2015-10,TX,4.5
2015-11,TX,4.5
2015-12,TX,4.5
2016-01,TX,4.5
2016-02,TX,4.5
2016-03,TX,4.5
2016-04,TX,4.5
2016-05,TX,4.6
2016-06,TX,4.7
2016-07,TX,4.7
2016-08,TX,4.8
2016-09,TX,4.8
2016-10,TX,4.8
2016-11,TX,4.8
2016-12,TX,4.8
2017-01,TX,4.8
2017-02,TX,4.7
2017-03,TX,4.7
2017-04,TX,4.6
2017-05,TX,4.4
2017-06,TX,4.3
2017-07,TX,4.2
2017-08,TX,4.2
2017-09,TX,4.1
2017-10,TX,4.1
2017-11,TX,4.1
2017-12,TX,4.1
2018-01,TX,4.1
2018-02,TX,4.1
2018-03,TX,4.0
2018-04,TX,4.0
2018-05,TX,4.0
2018-06,TX,3.9
2018-07,TX,3.9
2018-08,TX,3.8
2018-09,TX,3.8
2018-10,TX,3.8
2018-11,TX,3.8
2018-12,TX,3.8
2019-01,TX,3.7
2019-02,TX,3.7
2019-03,TX,3.6
2019-04,TX,3.5
2019-05,TX,3.4
2019-06,TX,3.4
2019-07,TX,3.5
2019-08,TX,3.5
2019-09,TX,3.5
2019-10,TX,3.5
2019-11,TX,3.5
2019-12,TX,3.5
2020-01,TX,3.5
2020-02,TX,3.6
2020-03,TX,5.0
2020-04,TX,12.8
2020-05,TX,11.7
2020-06,TX,10.1
2020-07,TX,9.3
2020-08,TX,8.0
2020-09,TX,7.7
2020-10,TX,7.1
2020-11,TX,7.0
2020-12,TX,6.9
2021-01,TX,6.8
2021-02,TX,6.6
2021-03,TX,6.4
2021-04,TX,6.2
2021-05,TX,6.0
2021-06,TX,5.8
2021-07,TX,5.6
2021-08,TX,5.3
2021-09,TX,5.0
2021-10,TX,4.8
2021-11,TX,4.6
2021-12,TX,4.5
2022-01,TX,4.3
2022-02,TX,4.1
2022-03,TX,4.0
2022-04,TX,3.9
2022-05,TX,3.8
2022-06,TX,3.8
2022-07,TX,3.8
2022-08,TX,3.7
2022-09,TX,3.8
2022-10,TX,3.9
2022-11,TX,4.0
2022-12,TX,4.1
2023-01,TX,4.1
2023-02,TX,4.1
2023-03,TX,4.1
2023-04,TX,4.0
2023-05,TX,4.0
2023-06,TX,4.0
2023-07,TX,4.0
2023-08,TX,4.0
2023-09,TX,4.0
2023-10,TX,4.0
2023-11,TX,4.0
2023-12,TX,4.0
2024-01,TX,4.0
2024-02,TX,4.0
2024-03,TX,4.0
2024-04,TX,4.1
2024-05,TX,4.1
2024-06,TX,4.1
2024-07,TX,4.2
2024-08,TX,4.2
2024-09,TX,4.2
2024-10,TX,4.2
2024-11,TX,4.2
2024-12,TX,4.1
2025-01,TX,4.1
2025-02,TX,4.1
2025-03,TX,4.1
2025-04,TX,4.1
2025-05,TX,4.1
2025-06,TX,4.1
2025-07,TX,4.2
2025-08,TX,4.2
2025-09,TX,4.3
2025-11,TX,4.3
2025-12,TX,4.3
2026-01,TX,4.3
2026-02,TX,4.3
2026-03,TX,4.3
2026-04,TX,4.3
2026-05,TX,4.3
2026-06,TX,4.4
1990-01,UT,4.5
1990-02,UT,4.4
1990-03,UT,4.4
1990-04,UT,4.4
1990-05,UT,4.3
1990-06,UT,4.3
1990-07,UT,4.3
1990-08,UT,4.3
1990-09,UT,4.3
1990-10,UT,4.3
1990-11,UT,4.4
1990-12,UT,4.5
1991-01,UT,4.6
1991-02,UT,4.6
1991-03,UT,4.7
1991-04,UT,4.7
1991-05,UT,4.8
1991-06,UT,4.8
1991-07,UT,4.8
1991-08,UT,4.8
1991-09,UT,4.8
1991-10,UT,4.8
1991-11,UT,4.8
1991-12,UT,4.9
1992-01,UT,4.9
1992-02,UT,5.0
1992-03,UT,5.0
1992-04,UT,5.0
1992-05,UT,5.0
1992-06,UT,4.9
1992-07,UT,4.9
1992-08,UT,4.8
1992-09,UT,4.8
1992-10,UT,4.7
1992-11,UT,4.7
1992-12,UT,4.6
1993-01,UT,4.5
1993-02,UT,4.4
1993-03,UT,4.3
1993-04,UT,4.2
1993-05,UT,4.2
1993-06,UT,4.1
1993-07,UT,4.0
1993-08,UT,3.9
1993-09,UT,3.8
1993-10,UT,3.8
1993-11,UT,3.7
1993-12,UT,3.7
1994-01,UT,3.7
1994-02,UT,3.7
1994-03,UT,3.7
1994-04,UT,3.7
1994-05,UT,3.7
1994-06,UT,3.7
1994-07,UT,3.8
1994-08,UT,3.8
1994-09,UT,3.8
1994-10,UT,3.8
1994-11,UT,3.8
1994-12,UT,3.7
1995-01,UT,3.6
1995-02,UT,3.6
1995-03,UT,3.5
1995-04,UT,3.5
1995-05,UT,3.5
1995-06,UT,3.5
1995-07,UT,3.4
1995-08,UT,3.4
1995-09,UT,3.4
1995-10,UT,3.3
1995-11,UT,3.3
1995-12,UT,3.3
1996-01,UT,3.4
1996-02,UT,3.4
1996-03,UT,3.4
1996-04,UT,3.4
1996-05,UT,3.4
1996-06,UT,3.3
1996-07,UT,3.3
1996-08,UT,3.3
1996-09,UT,3.4
1996-10,UT,3.4
1996-11,UT,3.4
1996-12,UT,3.4
1997-01,UT,3.3
1997-02,UT,3.3
1997-03,UT,3.2
1997-04,UT,3.1
1997-05,UT,3.1
1997-06,UT,3.1
1997-07,UT,3.1
1997-08,UT,3.1
1997-09,UT,3.1
1997-10,UT,3.1
1997-11,UT,3.2
1997-12,UT,3.3
1998-01,UT,3.4
1998-02,UT,3.4
1998-03,UT,3.5
1998-04,UT,3.6
1998-05,UT,3.6
1998-06,UT,3.6
1998-07,UT,3.6
1998-08,UT,3.6
1998-09,UT,3.6
1998-10,UT,3.6
1998-11,UT,3.6
1998-12,UT,3.6
1999-01,UT,3.6
1999-02,UT,3.6
1999-03,UT,3.6
1999-04,UT,3.6
1999-05,UT,3.6
1999-06,UT,3.6
1999-07,UT,3.6
1999-08,UT,3.5
1999-09,UT,3.5
1999-10,UT,3.4
1999-11,UT,3.3
1999-12,UT,3.2
2000-01,UT,3.1
2000-02,UT,3.1
2000-03,UT,3.1
2000-04,UT,3.2
2000-05,UT,3.2
2000-06,UT,3.3
2000-07,UT,3.3
2000-08,UT,3.4
2000-09,UT,3.5
2000-10,UT,3.5
2000-11,UT,3.6
2000-12,UT,3.7
2001-01,UT,3.8
2001-02,UT,3.9
2001-03,UT,3.9
2001-04,UT,4.0
2001-05,UT,4.1
2001-06,UT,4.2
2001-07,UT,4.4
2001-08,UT,4.5
2001-09,UT,4.7
2001-10,UT,4.9
2001-11,UT,5.0
2001-12,UT,5.2
2002-01,UT,5.3
2002-02,UT,5.4
2002-03,UT,5.5
2002-04,UT,5.6
2002-05,UT,5.7
2002-06,UT,5.7
2002-07,UT,5.7
2002-08,UT,5.8
2002-09,UT,5.8
2002-10,UT,5.8
2002-11,UT,5.9
2002-12,UT,5.8
2003-01,UT,5.8
2003-02,UT,5.8
2003-03,UT,5.7
2003-04,UT,5.7
2003-05,UT,5.6
2003-06,UT,5.6
2003-07,UT,5.6
2003-08,UT,5.5
2003-09,UT,5.5
2003-10,UT,5.4
2003-11,UT,5.4
2003-12,UT,5.3
2004-01,UT,5.3
2004-02,UT,5.3
2004-03,UT,5.3
2004-04,UT,5.2
2004-05,UT,5.2
2004-06,UT,5.1
2004-07,UT,5.0
2004-08,UT,4.9
2004-09,UT,4.8
2004-10,UT,4.7
2004-11,UT,4.6
2004-12,UT,4.6
2005-01,UT,4.5
2005-02,UT,4.5
2005-03,UT,4.4
2005-04,UT,4.3
2005-05,UT,4.2
2005-06,UT,4.1
2005-07,UT,4.0
2005-08,UT,3.9
2005-09,UT,3.8
2005-10,UT,3.7
2005-11,UT,3.6
2005-12,UT,3.5
2006-01,UT,3.4
2006-02,UT,3.3
2006-03,UT,3.2
2006-04,UT,3.1
2006-05,UT,3.0
2006-06,UT,2.9
2006-07,UT,2.8
2006-08,UT,2.7
2006-09,UT,2.6
2006-10,UT,2.5
2006-11,UT,2.5
2006-12,UT,2.4
2007-01,UT,2.4
2007-02,UT,2.4
2007-03,UT,2.4
2007-04,UT,2.4
2007-05,UT,2.5
2007-06,UT,2.5
2007-07,UT,2.5
2007-08,UT,2.6
2007-09,UT,2.7
2007-10,UT,2.7
2007-11,UT,2.8
2007-12,UT,2.8
2008-01,UT,2.8
2008-02,UT,2.9
2008-03,UT,2.9
2008-04,UT,3.0
2008-05,UT,3.0
2008-06,UT,3.1
2008-07,UT,3.2
2008-08,UT,3.3
2008-09,UT,3.4
2008-10,UT,3.5
2008-11,UT,3.6
2008-12,UT,5.4
2009-01,UT,6.3
2009-02,UT,6.9
2009-03,UT,7.2
2009-04,UT,7.3
2009-05,UT,7.5
2009-06,UT,7.7
2009-07,UT,7.8
2009-08,UT,8.0
2009-09,UT,8.1
2009-10,UT,8.2
2009-11,UT,8.2
2009-12,UT,8.3
2010-01,UT,8.4
2010-02,UT,8.4
2010-03,UT,8.4
2010-04,UT,8.4
2010-05,UT,8.3
2010-06,UT,8.2
2010-07,UT,8.2
2010-08,UT,8.2
2010-09,UT,8.2
2010-10,UT,8.1
2010-11,UT,8.2
2010-12,UT,8.1
2011-01,UT,8.0
2011-02,UT,7.9
2011-03,UT,7.9
2011-04,UT,7.9
2011-05,UT,7.9
2011-06,UT,7.9
2011-07,UT,7.6
2011-08,UT,7.2
2011-09,UT,6.7
2011-10,UT,6.3
2011-11,UT,5.8
2011-12,UT,5.5
2012-01,UT,5.3
2012-02,UT,4.7
2012-03,UT,4.8
2012-04,UT,4.8
2012-05,UT,4.8
2012-06,UT,4.8
2012-07,UT,4.8
2012-08,UT,4.7
2012-09,UT,4.7
2012-10,UT,4.6
2012-11,UT,4.6
2012-12,UT,4.5
2013-01,UT,4.5
2013-02,UT,4.4
2013-03,UT,4.4
2013-04,UT,4.3
2013-05,UT,4.3
2013-06,UT,4.2
2013-07,UT,4.2
2013-08,UT,4.1
2013-09,UT,4.1
2013-10,UT,4.0
2013-11,UT,3.9
2013-12,UT,3.9
2014-01,UT,3.8
2014-02,UT,3.7
2014-03,UT,3.7
2014-04,UT,3.6
2014-05,UT,3.6
2014-06,UT,3.6
2014-07,UT,3.6
2014-08,UT,3.6
2014-09,UT,3.6
2014-10,UT,3.6
2014-11,UT,3.6
2014-12,UT,3.5
2015-01,UT,3.5
2015-02,UT,3.5
2015-03,UT,3.5
2015-04,UT,3.5
2015-05,UT,3.5
2015-06,UT,3.5
2015-07,UT,3.5
2015-08,UT,3.5
2015-09,UT,3.5
2015-10,UT,3.5
2015-11,UT,3.5
2015-12,UT,3.5
2016-01,UT,3.5
2016-02,UT,3.5
2016-03,UT,3.5
2016-04,UT,3.4
2016-05,UT,3.4
2016-06,UT,3.3
2016-07,UT,3.3
2016-08,UT,3.3
2016-09,UT,3.2
2016-10,UT,3.2
2016-11,UT,3.2
2016-12,UT,3.2
2017-01,UT,3.2
2017-02,UT,3.2
2017-03,UT,3.2
2017-04,UT,3.2
2017-05,UT,3.2
2017-06,UT,3.2
2017-07,UT,3.2
2017-08,UT,3.1
2017-09,UT,3.1
2017-10,UT,3.1
2017-11,UT,3.1
2017-12,UT,3.1
2018-01,UT,3.0
2018-02,UT,3.0
2018-03,UT,3.0
2018-04,UT,2.9
2018-05,UT,2.9
2018-06,UT,2.9
2018-07,UT,2.9
2018-08,UT,2.9
2018-09,UT,2.9
2018-10,UT,2.9
2018-11,UT,2.9
2018-12,UT,2.8
2019-01,UT,2.8
2019-02,UT,2.7
2019-03,UT,2.7
2019-04,UT,2.6
2019-05,UT,2.6
2019-06,UT,2.5
2019-07,UT,2.5
2019-08,UT,2.5
2019-09,UT,2.4
2019-10,UT,2.4
2019-11,UT,2.4
2019-12,UT,2.4
2020-01,UT,2.5
2020-02,UT,2.5
2020-03,UT,2.5
2020-04,UT,10.0
2020-05,UT,7.7
2020-06,UT,6.4
2020-07,UT,5.7
2020-08,UT,4.8
2020-09,UT,4.5
2020-10,UT,4.0
2020-11,UT,3.8
2020-12,UT,3.6
2021-01,UT,3.4
2021-02,UT,3.3
2021-03,UT,3.1
2021-04,UT,3.0
2021-05,UT,2.9
2021-06,UT,2.8
2021-07,UT,2.7
2021-08,UT,2.6
2021-09,UT,2.4
2021-10,UT,2.4
2021-11,UT,2.3
2021-12,UT,2.2
2022-01,UT,2.2
2022-02,UT,2.3
2022-03,UT,2.3
2022-04,UT,2.3
2022-05,UT,2.3
2022-06,UT,2.3
2022-07,UT,2.4
2022-08,UT,2.4
2022-09,UT,2.5
2022-10,UT,2.5
2022-11,UT,2.5
2022-12,UT,2.6
2023-01,UT,2.6
2023-02,UT,2.6
2023-03,UT,2.6
2023-04,UT,2.6
2023-05,UT,2.6
2023-06,UT,2.6
2023-07,UT,2.7
2023-08,UT,2.8
2023-09,UT,2.8
2023-10,UT,2.9
2023-11,UT,2.9
2023-12,UT,3.0
2024-01,UT,3.0
2024-02,UT,3.1
2024-03,UT,3.1
2024-04,UT,3.2
2024-05,UT,3.3
2024-06,UT,3.3
2024-07,UT,3.4
2024-08,UT,3.4
2024-09,UT,3.4
2024-10,UT,3.4
2024-11,UT,3.3
2024-12,UT,3.3
2025-01,UT,3.3
2025-02,UT,3.4
2025-03,UT,3.4
2025-04,UT,3.4
2025-05,UT,3.5
2025-06,UT,3.5
2025-07,UT,3.5
2025-08,UT,3.6
2025-09,UT,3.6
2025-11,UT,3.7
2025-12,UT,3.7
2026-01,UT,3.8
2026-02,UT,3.8
2026-03,UT,3.8
2026-04,UT,3.8
2026-05,UT,3.7
2026-06,UT,3.6
1990-01,VT,4.1
1990-02,VT,4.2
1990-03,VT,4.3
1990-04,VT,4.4
1990-05,VT,4.5
1990-06,VT,4.6
1990-07,VT,4.7
1990-08,VT,4.9
1990-09,VT,5.1
1990-10,VT,5.4
1990-11,VT,5.6
1990-12,VT,5.9
1991-01,VT,6.2
1991-02,VT,6.4
1991-03,VT,6.6
1991-04,VT,6.7
1991-05,VT,6.7
1991-06,VT,6.6
1991-07,VT,6.4
1991-08,VT,6.2
1991-09,VT,6.1
1991-10,VT,6.0
1991-11,VT,6.1
1991-12,VT,6.1
1992-01,VT,6.2
1992-02,VT,6.2
1992-03,VT,6.2
1992-04,VT,6.2
1992-05,VT,6.1
1992-06,VT,6.1
1992-07,VT,6.0
1992-08,VT,6.0
1992-09,VT,5.9
1992-10,VT,5.8
1992-11,VT,5.8
1992-12,VT,5.6
1993-01,VT,5.5
1993-02,VT,5.4
1993-03,VT,5.3
1993-04,VT,5.2
1993-05,VT,5.1
1993-06,VT,5.0
1993-07,VT,4.9
1993-08,VT,4.9
1993-09,VT,4.8
1993-10,VT,4.8
1993-11,VT,4.7
1993-12,VT,4.7
1994-01,VT,4.6
1994-02,VT,4.6
1994-03,VT,4.5
1994-04,VT,4.5
1994-05,VT,4.4
1994-06,VT,4.4
1994-07,VT,4.4
1994-08,VT,4.4
1994-09,VT,4.4
1994-10,VT,4.3
1994-11,VT,4.2
1994-12,VT,4.1
1995-01,VT,4.1
1995-02,VT,4.1
1995-03,VT,4.1
1995-04,VT,4.1
1995-05,VT,4.2
1995-06,VT,4.2
1995-07,VT,4.2
1995-08,VT,4.3
1995-09,VT,4.2
1995-10,VT,4.2
1995-11,VT,4.2
1995-12,VT,4.2
1996-01,VT,4.2
1996-02,VT,4.2
1996-03,VT,4.2
1996-04,VT,4.2
1996-05,VT,4.2
1996-06,VT,4.2
1996-07,VT,4.2
1996-08,VT,4.2
1996-09,VT,4.2
1996-10,VT,4.2
1996-11,VT,4.2
1996-12,VT,4.2
1997-01,VT,4.2
1997-02,VT,4.2
1997-03,VT,4.1
1997-04,VT,4.1
1997-05,VT,4.0
1997-06,VT,3.9
1997-07,VT,3.9
1997-08,VT,3.8
1997-09,VT,3.7
1997-10,VT,3.7
1997-11,VT,3.7
1997-12,VT,3.6
1998-01,VT,3.6
1998-02,VT,3.6
1998-03,VT,3.5
1998-04,VT,3.5
1998-05,VT,3.4
1998-06,VT,3.4
1998-07,VT,3.4
1998-08,VT,3.4
1998-09,VT,3.3
1998-10,VT,3.3
1998-11,VT,3.2
1998-12,VT,3.2
1999-01,VT,3.2
1999-02,VT,3.1
1999-03,VT,3.1
1999-04,VT,3.1
1999-05,VT,3.1
1999-06,VT,3.1
1999-07,VT,3.1
1999-08,VT,3.1
1999-09,VT,3.0
1999-10,VT,3.0
1999-11,VT,3.0
1999-12,VT,2.9
2000-01,VT,2.8
2000-02,VT,2.7
2000-03,VT,2.7
2000-04,VT,2.7
2000-05,VT,2.7
2000-06,VT,2.8
2000-07,VT,2.8
2000-08,VT,2.8
2000-09,VT,2.8
2000-10,VT,2.8
2000-11,VT,2.8
2000-12,VT,2.9
2001-01,VT,2.9
2001-02,VT,3.0
2001-03,VT,3.1
2001-04,VT,3.1
2001-05,VT,3.2
2001-06,VT,3.2
2001-07,VT,3.2
2001-08,VT,3.2
2001-09,VT,3.3
2001-10,VT,3.4
2001-11,VT,3.5
2001-12,VT,3.5
2002-01,VT,3.6
2002-02,VT,3.7
2002-03,VT,3.7
2002-04,VT,3.8
2002-05,VT,3.9
2002-06,VT,3.9
2002-07,VT,3.9
2002-08,VT,4.0
2002-09,VT,4.1
2002-10,VT,4.2
2002-11,VT,4.2
2002-12,VT,4.3
2003-01,VT,4.4
2003-02,VT,4.4
2003-03,VT,4.4
2003-04,VT,4.4
2003-05,VT,4.4
2003-06,VT,4.4
2003-07,VT,4.4
2003-08,VT,4.4
2003-09,VT,4.3
2003-10,VT,4.3
2003-11,VT,4.2
2003-12,VT,4.1
2004-01,VT,4.0
2004-02,VT,3.9
2004-03,VT,3.8
2004-04,VT,3.8
2004-05,VT,3.7
2004-06,VT,3.6
2004-07,VT,3.6
2004-08,VT,3.5
2004-09,VT,3.5
2004-10,VT,3.5
2004-11,VT,3.4
2004-12,VT,3.4
2005-01,VT,3.4
2005-02,VT,3.4
2005-03,VT,3.4
2005-04,VT,3.4
2005-05,VT,3.4
2005-06,VT,3.4
2005-07,VT,3.5
2005-08,VT,3.5
2005-09,VT,3.5
2005-10,VT,3.6
2005-11,VT,3.6
2005-12,VT,3.6
2006-01,VT,3.5
2006-02,VT,3.5
2006-03,VT,3.5
2006-04,VT,3.5
2006-05,VT,3.6
2006-06,VT,3.7
